1	1	1	3	4
2	1	4	11	3
3	1	5	15	4
4	1	18	48	4
5	1	19	50	4
6	1	20	54	5
7	1	21	56	3
8	2	1	3	3
9	2	2	4	5
10	2	3	9	2
12	2	1	3	3
13	2	2	4	5
14	2	3	9	2
11	2	4	13	5
15	2	18	48	4
16	2	4	13	5
17	2	18	48	4
18	2	1	3	3
19	2	2	4	5
20	2	3	9	2
21	2	4	13	5
22	2	18	48	4
23	4	1	1	4
24	4	2	5	3
25	4	3	7	3
26	4	4	11	5
27	4	5	14	2
28	4	6	17	1
29	4	7	19	5
30	4	11	28	4
31	4	10	25	2
32	4	9	23	2
33	4	8	20	3
34	4	13	34	3
35	4	12	32	5
36	4	14	35	4
37	4	15	39	3
38	4	16	41	5
39	4	18	46	4
40	4	17	43	4
41	4	19	51	4
42	4	20	53	3
43	4	21	57	3
44	4	22	58	5
45	4	33	89	4
46	4	35	94	4
47	4	23	60	5
48	4	30	80	2
49	4	36	97	3
50	5	1	1	5
51	5	2	4	5
52	5	3	8	3
53	5	4	11	2
54	5	5	14	5
55	5	6	16	4
56	5	7	18	3
57	5	8	20	5
58	5	10	26	3
59	5	11	28	1
60	5	9	22	5
62	5	14	35	5
63	5	15	40	2
61	5	13	33	2
64	5	12	31	3
65	5	16	41	2
66	5	17	44	3
67	5	18	45	2
68	5	20	53	1
69	5	21	55	3
70	5	19	51	3
71	5	22	58	4
72	5	23	60	4
73	5	24	62	2
74	5	25	66	3
75	5	26	68	2
76	5	27	70	4
77	5	28	74	1
78	5	30	79	3
79	5	29	78	3
80	5	31	82	2
81	5	32	84	1
82	5	33	89	3
83	5	35	94	4
84	5	34	92	5
85	5	36	96	4
86	6	1	2	3
87	6	2	5	3
88	6	3	8	3
89	6	4	12	3
90	6	5	14	3
92	6	7	18	3
91	6	6	17	3
93	6	8	20	3
94	6	9	22	4
95	6	10	25	3
96	6	11	28	3
97	6	12	31	3
98	6	13	33	4
99	6	14	36	4
100	6	15	40	4
101	6	16	41	3
102	6	17	43	3
103	6	18	46	4
104	6	19	50	4
105	6	20	53	3
106	6	21	56	4
107	6	22	58	4
108	6	23	60	4
109	6	24	62	4
110	6	25	64	3
111	6	26	68	3
112	6	28	74	4
113	6	29	77	4
114	6	27	71	4
115	6	30	80	4
116	6	31	82	3
117	6	32	85	4
118	6	33	87	3
119	6	34	91	4
120	6	35	94	4
121	6	36	97	4
122	7	1	3	4
123	7	2	4	2
124	7	3	9	4
125	7	4	12	5
126	10	1	3	4
127	10	2	4	5
128	10	3	8	4
129	10	4	13	4
130	10	5	15	5
131	10	6	16	5
132	10	8	20	5
133	10	7	19	5
134	10	9	23	2
135	10	10	25	2
136	10	12	31	5
138	10	13	34	4
139	10	15	40	4
140	10	14	35	4
137	10	11	29	4
141	10	16	41	4
142	10	17	44	2
143	10	19	51	4
144	10	20	53	2
145	10	18	46	4
146	10	22	59	2
147	10	21	57	3
148	10	23	60	4
149	10	24	62	5
150	10	25	66	4
151	10	26	68	2
152	10	27	72	4
153	10	28	75	4
154	10	29	76	4
155	10	30	81	2
156	10	31	83	4
157	10	33	89	4
158	10	32	85	4
159	10	34	92	5
160	10	35	93	5
163	11	2	4	5
166	11	6	17	4
175	11	14	37	1
182	11	23	61	5
197	11	36	96	3
161	10	36	97	4
162	11	1	1	5
164	11	4	13	3
165	11	3	9	5
167	11	5	14	2
168	11	7	18	2
169	11	10	24	5
171	11	11	28	2
170	11	9	23	5
172	11	8	21	4
173	11	12	32	3
174	11	13	34	4
176	11	15	40	5
177	11	16	42	3
178	11	19	50	3
179	11	17	43	2
180	11	20	54	1
181	11	21	56	4
183	11	22	58	2
184	11	18	47	2
185	11	24	62	1
186	11	25	65	2
187	11	26	68	5
188	11	27	71	2
189	11	28	74	5
190	11	29	78	2
191	11	30	81	5
192	11	31	83	2
193	11	32	84	5
194	11	33	89	4
195	11	34	91	1
196	11	35	95	4
198	12	1	2	4
199	12	2	4	4
200	12	3	8	3
201	12	4	12	4
202	12	7	18	4
203	12	9	22	4
204	12	8	21	3
205	12	10	25	4
206	12	5	15	4
207	12	6	16	4
208	12	11	28	3
209	12	12	31	4
210	12	13	34	4
211	12	14	36	4
212	12	15	39	3
213	12	16	41	4
214	12	17	43	4
215	12	18	46	4
216	12	19	50	4
217	12	20	53	3
218	12	21	56	3
219	12	22	58	4
220	12	23	60	3
221	12	24	63	4
222	12	25	65	5
223	12	26	68	5
224	12	27	71	4
225	12	28	74	3
226	12	29	77	3
227	12	30	80	4
228	12	31	82	4
229	12	32	85	3
230	12	33	88	5
231	12	34	91	4
232	12	36	97	5
233	12	35	94	5
234	15	1	1	4
235	15	2	4	5
236	15	3	9	5
237	15	4	11	4
238	15	5	14	5
239	15	6	17	5
240	15	7	19	5
241	15	9	23	3
242	15	10	27	5
243	15	8	20	5
244	15	11	28	5
245	15	12	32	4
246	15	15	39	3
247	15	14	35	5
248	15	16	42	3
249	15	13	34	5
250	15	17	43	5
251	15	18	46	4
252	15	19	51	5
253	15	20	52	5
254	15	21	57	3
255	15	22	58	4
256	15	23	60	5
257	15	24	62	5
258	15	25	66	5
259	15	28	74	3
260	15	26	68	1
261	15	29	76	5
262	15	27	72	4
263	15	30	80	3
264	15	31	82	3
265	15	32	84	4
266	15	33	89	3
267	15	34	92	5
268	15	35	94	4
269	15	36	96	5
270	18	1	1	5
271	18	2	4	4
273	18	4	12	5
274	18	5	14	5
272	18	3	9	5
275	18	7	19	5
276	18	8	20	5
277	18	9	22	5
278	18	12	32	5
279	18	11	28	4
280	18	14	35	5
281	18	10	26	5
282	18	13	34	5
283	18	6	16	4
284	18	16	41	4
285	18	15	40	5
286	18	17	44	4
287	18	18	45	5
288	18	20	52	5
289	18	19	51	5
290	18	21	57	5
291	18	22	58	4
292	18	23	60	5
293	18	24	62	3
294	18	25	66	4
295	18	26	68	5
296	18	27	70	5
297	18	28	73	5
298	18	29	78	5
299	18	30	80	5
300	18	31	83	5
301	18	32	85	5
302	18	33	88	5
303	18	34	91	5
304	18	35	94	5
305	18	36	96	5
306	17	1	1	4
307	17	2	4	4
308	17	3	7	3
309	17	4	12	1
310	17	5	14	5
311	17	6	16	3
312	17	7	19	5
313	17	10	26	5
314	17	9	22	2
315	17	8	20	1
316	17	11	28	4
317	17	12	32	5
318	17	13	34	5
319	17	14	35	5
320	17	15	40	4
321	17	16	41	3
322	17	17	44	4
323	17	18	46	4
334	17	29	78	4
324	17	19	51	4
331	17	24	62	3
325	17	20	52	4
335	17	30	79	4
326	17	21	56	4
337	17	32	85	4
327	17	22	58	5
336	17	31	83	4
328	17	23	60	4
338	17	33	89	5
329	17	25	66	4
340	17	35	94	4
330	17	26	69	5
339	17	34	92	5
332	17	27	72	5
341	17	36	98	4
333	17	28	73	4
342	14	1	1	3
343	14	2	4	5
344	14	3	9	3
345	14	6	16	4
346	14	4	13	4
347	14	7	19	5
348	14	5	14	4
349	14	8	20	3
350	14	9	23	1
351	14	10	25	2
352	14	11	28	1
353	14	12	32	3
354	14	13	34	4
355	14	14	35	5
356	14	15	39	3
357	14	17	43	3
358	14	16	41	3
359	14	18	47	4
360	14	19	51	4
361	14	20	54	4
362	14	21	56	3
363	14	22	58	3
364	14	23	60	3
365	14	25	66	3
366	14	24	62	4
367	14	27	70	5
368	14	26	68	4
369	14	28	74	4
370	14	29	78	4
371	14	30	79	4
372	14	32	84	4
373	14	31	83	5
374	14	34	92	5
375	14	33	89	4
376	14	35	94	4
377	14	36	97	4
378	20	1	1	5
379	20	2	4	5
380	20	3	9	5
381	20	4	12	3
382	20	5	14	5
383	20	7	18	4
384	20	8	20	5
385	20	9	22	4
386	20	10	24	5
387	20	12	31	5
388	20	11	28	5
389	20	6	16	5
390	20	13	34	5
391	20	14	35	5
392	20	17	43	5
393	20	16	42	5
394	20	15	40	5
395	20	18	46	3
396	20	19	49	5
397	20	20	52	5
398	20	21	57	5
399	20	22	59	5
400	20	23	60	5
401	20	24	62	5
402	20	25	66	5
403	20	26	68	5
404	20	27	71	5
405	20	28	75	5
406	20	30	79	5
407	20	31	83	5
408	20	32	86	5
409	20	34	92	5
410	20	33	89	5
411	20	29	78	5
412	20	36	96	5
413	20	35	94	3
414	20	1	1	5
415	20	2	4	5
416	20	3	9	5
417	20	4	12	3
418	20	5	14	5
419	20	6	16	5
420	20	7	18	4
421	20	9	22	4
422	20	10	24	5
423	20	11	28	5
424	20	8	20	5
425	20	12	31	5
426	20	13	34	5
427	20	14	35	5
428	20	15	40	5
429	20	17	43	5
430	20	18	46	3
431	20	16	42	5
432	20	19	49	5
433	20	20	52	5
434	20	21	57	5
435	20	22	59	5
436	20	23	60	5
437	20	24	62	5
438	20	25	66	5
439	20	26	68	5
440	20	27	71	5
441	20	28	75	5
442	20	29	78	5
443	20	30	79	5
444	20	31	83	5
445	20	32	86	5
446	20	33	89	5
447	20	34	92	5
448	20	35	94	3
449	20	36	96	5
451	22	2	4	4
450	22	1	2	2
452	22	3	9	5
453	22	5	14	2
454	22	4	13	2
455	22	6	17	1
456	22	7	19	1
457	22	8	20	1
458	22	9	23	1
459	22	10	24	3
460	22	11	29	5
461	22	12	30	3
462	22	14	36	3
463	22	13	33	3
464	22	15	39	2
465	22	16	42	5
466	22	18	45	3
467	22	17	44	5
468	22	19	49	3
469	22	20	54	3
470	22	21	56	2
471	22	22	59	5
472	22	23	60	2
473	22	24	63	1
474	22	25	64	2
475	22	26	68	2
476	22	27	70	4
477	22	28	74	5
478	22	29	78	3
479	22	31	83	1
480	22	30	79	2
481	22	32	85	3
482	22	33	87	3
483	22	34	92	5
484	22	35	93	4
485	22	36	97	3
486	23	1	1	3
487	23	2	5	3
488	23	3	8	3
489	23	4	12	3
490	23	5	14	2
491	23	7	19	4
492	23	8	20	3
493	23	11	28	4
494	23	13	34	4
495	23	9	23	3
496	23	14	35	3
497	23	6	16	3
498	23	10	24	3
499	23	12	31	4
502	23	17	44	4
506	23	22	58	4
512	23	27	71	2
518	23	33	89	4
525	24	4	11	3
528	24	10	26	3
535	24	14	35	4
537	24	15	40	4
546	24	27	71	3
552	24	31	83	4
500	23	16	41	4
511	23	26	68	3
530	24	8	21	3
540	24	19	51	3
549	24	28	75	3
501	23	15	39	2
510	23	25	66	3
517	23	32	84	3
524	24	5	14	4
541	24	20	54	3
550	24	29	78	4
503	23	18	46	3
515	23	30	79	3
519	23	36	96	3
522	24	1	1	5
532	24	11	28	4
542	24	21	57	5
551	24	30	79	3
557	24	36	96	5
504	23	19	51	4
514	23	29	78	4
531	24	7	19	4
539	24	18	45	3
547	24	25	66	4
505	23	20	52	3
513	23	28	74	3
529	24	9	22	3
536	24	16	41	3
545	24	26	68	3
556	24	35	95	4
507	23	23	60	4
520	23	34	92	4
526	24	3	9	3
538	24	17	43	3
544	24	24	62	4
554	24	33	89	4
508	23	24	63	4
521	23	35	95	4
527	24	2	4	4
534	24	13	34	3
548	24	23	60	4
555	24	34	92	4
509	23	21	56	3
516	23	31	83	3
523	24	6	17	4
533	24	12	32	4
543	24	22	58	5
553	24	32	86	4
558	25	1	2	3
559	25	2	4	5
560	25	3	9	5
561	25	4	13	4
562	25	5	14	5
563	25	7	18	5
565	25	9	23	5
564	25	6	16	5
566	25	10	27	5
567	25	8	20	5
568	25	12	30	5
569	25	11	28	4
570	25	13	33	2
571	25	14	35	5
572	25	15	39	5
573	25	16	42	5
574	25	17	44	5
575	25	18	48	5
576	25	19	49	5
577	25	20	54	5
578	25	21	57	5
579	25	22	59	5
580	25	23	60	5
581	25	24	63	1
582	25	26	68	2
583	25	25	64	5
584	25	27	71	5
585	25	28	74	5
586	25	29	78	5
587	25	30	81	5
588	25	32	84	5
589	25	31	82	1
590	25	33	87	5
591	25	34	91	1
592	25	35	93	1
593	25	36	96	5
594	26	2	5	5
595	26	1	1	5
596	26	3	9	5
597	26	5	14	5
598	26	4	11	2
599	26	7	19	5
600	26	6	17	5
601	26	9	23	5
602	26	10	25	5
603	26	12	32	5
604	26	11	29	5
605	26	8	20	5
606	26	14	35	5
607	26	13	34	5
608	26	16	41	5
609	26	15	40	5
610	26	17	43	5
611	26	18	48	5
612	26	20	53	5
613	26	21	57	5
614	26	19	51	5
615	26	23	61	5
616	26	22	59	5
617	26	24	62	5
618	26	26	69	5
619	26	27	71	3
620	26	25	64	3
621	26	28	73	5
622	26	29	78	3
623	26	30	80	3
624	26	31	83	5
625	26	32	85	5
626	26	33	89	5
627	26	34	92	5
628	26	35	94	5
629	26	36	97	5
630	28	1	1	5
631	28	2	4	5
632	28	3	9	3
633	28	4	13	2
634	28	6	16	5
635	28	7	19	3
636	28	5	14	5
637	28	8	20	2
638	28	9	23	5
639	28	10	26	5
640	28	11	28	1
641	28	13	34	3
642	28	12	32	2
643	28	14	35	5
644	28	16	42	1
645	28	17	43	2
646	28	18	46	3
647	28	20	53	2
648	28	19	51	2
649	28	15	40	3
650	28	22	58	2
651	28	21	57	3
652	28	23	61	1
653	28	24	63	1
654	28	25	66	4
655	28	26	69	3
656	28	27	71	1
657	28	28	74	2
658	28	29	78	3
659	28	30	79	1
660	28	31	82	3
661	28	32	86	5
662	28	33	88	1
663	28	34	91	1
664	28	35	94	3
665	28	36	96	5
666	29	1	1	3
667	29	2	5	3
668	29	3	9	5
669	29	4	11	2
670	29	5	14	3
671	29	6	17	3
672	29	8	20	5
673	29	7	19	5
674	29	10	27	3
675	29	13	34	5
676	29	14	35	5
677	29	12	32	5
678	29	9	23	5
679	29	11	28	5
680	29	16	41	5
681	29	15	40	5
682	29	17	43	5
683	29	20	53	3
684	29	19	51	5
685	29	18	46	3
686	29	21	57	5
687	29	22	59	5
688	29	23	60	5
689	29	24	62	4
690	29	25	66	4
691	29	26	68	4
692	29	27	70	5
693	29	28	75	5
694	29	29	78	3
695	29	30	79	5
696	29	31	83	5
697	29	32	85	5
698	29	33	89	5
699	29	34	91	5
700	29	35	94	5
701	29	36	98	5
702	31	2	5	3
703	31	1	2	3
704	31	4	12	5
705	31	5	14	3
706	31	3	9	3
707	31	6	17	3
708	31	7	18	3
709	31	9	22	5
710	31	8	20	3
711	31	10	25	2
714	31	13	34	5
715	31	14	35	5
719	31	18	45	5
724	31	23	60	5
726	31	25	64	5
729	31	27	72	5
731	31	32	84	5
737	31	36	97	5
739	32	1	2	3
741	32	6	17	3
751	32	14	35	5
759	32	22	59	4
769	32	32	85	4
712	31	11	28	3
722	31	21	57	5
733	31	31	83	5
713	31	12	30	3
725	31	24	62	5
735	31	34	92	5
716	31	17	43	5
723	31	22	58	5
734	31	33	89	5
717	31	19	49	4
732	31	30	79	4
736	31	35	94	5
738	32	2	4	3
746	32	9	22	3
756	32	19	49	4
766	32	29	78	4
718	31	16	41	5
727	31	26	69	5
720	31	20	52	5
730	31	28	74	5
721	31	15	38	3
728	31	29	78	4
740	32	3	9	3
742	32	8	20	3
743	32	7	19	4
744	32	4	11	3
745	32	5	15	3
747	32	10	27	3
748	32	12	31	3
749	32	13	34	3
750	32	11	29	3
752	32	15	39	4
753	32	16	41	4
754	32	17	43	5
755	32	18	46	3
757	32	20	53	3
758	32	21	57	4
760	32	23	60	3
761	32	24	62	3
762	32	25	66	4
763	32	26	68	4
764	32	27	70	4
765	32	28	74	4
767	32	30	80	4
768	32	31	82	4
770	32	33	89	4
771	32	34	92	3
772	32	35	94	3
773	32	36	97	3
774	33	1	1	5
775	33	2	5	3
776	33	3	9	5
777	33	4	11	1
778	33	5	15	1
779	33	8	20	3
780	33	7	19	3
781	33	9	22	3
782	33	6	17	1
783	33	10	25	5
784	33	14	35	5
785	33	12	31	4
786	33	13	33	2
787	33	11	28	5
788	33	15	39	3
789	33	16	42	3
790	33	17	43	4
791	33	18	48	1
792	33	19	49	5
793	33	20	53	5
794	33	21	56	5
795	33	23	60	3
796	33	22	58	5
797	33	27	71	1
798	33	26	68	5
799	33	25	66	5
800	33	24	63	5
801	33	28	74	5
802	33	29	78	5
803	33	30	79	5
804	33	31	82	5
805	33	32	85	5
806	33	33	88	3
807	33	34	91	1
808	33	35	94	3
809	33	36	96	1
810	34	1	1	4
811	34	2	4	3
812	34	3	9	5
813	34	5	15	3
814	34	7	19	5
815	34	6	17	1
816	34	8	21	5
817	34	10	25	5
818	34	9	23	5
819	34	11	28	3
820	34	12	31	5
821	34	13	34	4
822	34	15	40	3
823	34	14	35	4
824	34	16	41	2
825	34	17	43	3
826	34	19	49	5
827	34	20	52	5
828	34	18	46	4
829	34	21	57	5
830	34	22	58	5
831	34	23	60	5
832	34	24	63	5
833	34	25	66	5
834	34	27	71	4
835	34	26	68	3
836	34	28	74	2
837	34	29	76	3
838	34	30	80	5
839	34	31	82	3
840	34	32	84	4
841	34	33	89	4
842	34	34	91	4
843	34	35	94	4
844	34	36	97	5
845	35	1	1	3
846	35	2	6	5
847	35	3	10	5
848	35	4	13	3
849	35	8	21	5
850	35	7	19	5
851	35	6	17	5
852	35	5	14	5
853	35	9	23	5
854	35	10	27	5
855	35	11	29	5
856	35	12	32	5
857	35	13	34	5
858	35	14	35	5
859	35	15	40	5
860	35	16	41	5
861	35	17	44	5
862	35	18	48	5
863	35	19	51	5
864	35	20	53	5
865	35	21	56	5
866	35	22	59	5
867	35	23	61	5
868	35	25	64	5
869	35	24	62	5
870	35	26	69	5
871	35	27	72	5
872	35	28	73	5
873	35	29	76	5
874	35	30	81	5
875	35	31	83	5
876	35	32	84	5
877	35	33	87	5
878	35	34	92	5
879	35	35	95	5
880	35	36	98	5
881	36	1	1	4
